"(PDH-CSV 4.0) (GMT Daylight Time)(-60)","\\mahta\Processor(_Total)\% Processor Time"
"04/01/2025 23:20:01.954","3.3451156905390244667"
"04/01/2025 23:20:02.957","4.4793589649359644156"
"04/01/2025 23:20:03.957","3.9224678874205998191"
"04/01/2025 23:20:04.957","4.9353031351973104535"
"04/01/2025 23:20:05.959","4.8603592133452782065"
"04/01/2025 23:20:06.962","5.1200593631227082625"
"04/01/2025 23:20:07.964","3.2959920268980424929"
"04/01/2025 23:20:08.966","2.7460912905982737264"
"04/01/2025 23:20:09.967","1.5685584119902284961"
"04/01/2025 23:20:10.969","2.0070650783938437378"
"04/01/2025 23:20:11.969","2.6272934795221858373"
"04/01/2025 23:20:12.970","1.8373501135927616801"
"04/01/2025 23:20:13.972","1.7824657629451512442"
"04/01/2025 23:20:14.973","1.5595611394813690964"
"04/01/2025 23:20:15.975","1.2101472201235807802"
