"(PDH-CSV 4.0) (GMT Daylight Time)(-60)","\\mahta\Processor(_Total)\% Processor Time"
"04/01/2025 23:28:24.582"," "
"04/01/2025 23:28:25.583","0.37544279524196477738"
"04/01/2025 23:28:26.584","1.0413472102375753714"
"04/01/2025 23:28:27.584","0.40811833442047085185"
"04/01/2025 23:28:28.585","2.3773491239276633991"
"04/01/2025 23:28:29.586","2.1780216821856157594"
"04/01/2025 23:28:30.587","0.067192288973372260585"
"04/01/2025 23:28:31.590","2.310300626261085899"
"04/01/2025 23:28:32.594","1.2024249401229036849"
"04/01/2025 23:28:33.595","1.4320598928429961738"
"04/01/2025 23:28:34.597","2.9582262594872399397"
"04/01/2025 23:28:35.599","3.0671347476245780506"
"04/01/2025 23:28:36.600","9.0276798529323016851"
"04/01/2025 23:28:37.602","10.680615579844609186"
"04/01/2025 23:28:38.604","81.205368274807938178"
"04/01/2025 23:28:39.605","96.800550966113490858"
"04/01/2025 23:28:40.607","94.462922321873762144"
"04/01/2025 23:28:41.610","94.936546925082950565"
"04/01/2025 23:28:42.611","97.579504115513628903"
"04/01/2025 23:28:43.614","92.136810173537412538"
"04/01/2025 23:28:44.616","91.029618413046691217"
"04/01/2025 23:28:45.617","97.738245064730605804"
"04/01/2025 23:28:46.619","90.798579954513670032"
"04/01/2025 23:28:47.621","94.542536035478633494"
"04/01/2025 23:28:48.623","82.528726268269707589"
"04/01/2025 23:28:49.625","85.577355048781925007"
"04/01/2025 23:28:50.627","85.731303529268984676"
"04/01/2025 23:28:51.628","90.872653899434055802"
"04/01/2025 23:28:52.630","95.242813530265138411"
"04/01/2025 23:28:53.632","58.911441161900121699"
"04/01/2025 23:28:54.634","1.540725676870535743"
"04/01/2025 23:28:55.634","1.3671293003617024375"
"04/01/2025 23:28:56.635","2.2763991596844390664"
"04/01/2025 23:28:57.635","1.9665017691586905713"
"04/01/2025 23:28:58.635","1.19883283851837108"
"04/01/2025 23:28:59.637","5.5287847052470473486"
"04/01/2025 23:29:00.637","6.3709927224324003348"
"04/01/2025 23:29:01.638","6.8271146013118784168"
"04/01/2025 23:29:02.640","36.296601254743208642"
"04/01/2025 23:29:03.641","37.695300218409258264"
"04/01/2025 23:29:04.649","34.409017995262715317"
"04/01/2025 23:29:05.663","35.674196247680022509"
"04/01/2025 23:29:06.674","22.478168119454235097"
"04/01/2025 23:29:07.676","41.294171851781179328"
"04/01/2025 23:29:08.690","17.023916146451021802"
"04/01/2025 23:29:09.699","12.381253377811042071"
"04/01/2025 23:29:10.701","2.4026564301064867735"
"04/01/2025 23:29:11.711","1.0214291575231126963"
"04/01/2025 23:29:12.722","1.2182232473348819646"
"04/01/2025 23:29:13.723","2.4313958770836197054"
"04/01/2025 23:29:14.723","1.0504701294674179124"
"04/01/2025 23:29:15.732","27.566565995923919985"
"04/01/2025 23:29:16.734","32.978117773170723126"
"04/01/2025 23:29:17.735","85.796281794976380297"
"04/01/2025 23:29:18.737","93.526811139119402583"
"04/01/2025 23:29:19.744","83.316048661425412547"
"04/01/2025 23:29:20.746","89.789084472965598138"
"04/01/2025 23:29:21.748","92.358729945814218354"
"04/01/2025 23:29:22.751","85.975780509521214867"
"04/01/2025 23:29:23.753","80.661706015811390102"
"04/01/2025 23:29:24.754","91.344573964892745721"
"04/01/2025 23:29:25.757","85.270983079948024397"
"04/01/2025 23:29:26.759","79.252180960817824484"
"04/01/2025 23:29:27.761","91.972378264543365844"
"04/01/2025 23:29:28.765","76.490147260486224923"
"04/01/2025 23:29:29.766","83.066717340635449318"
"04/01/2025 23:29:30.768","81.676958256385930213"
"04/01/2025 23:29:31.769","90.172119079322627044"
"04/01/2025 23:29:32.772","86.669663472955903671"
"04/01/2025 23:29:33.774","34.227057325277890243"
"04/01/2025 23:29:34.775","1.5406001632467747342"
"04/01/2025 23:29:35.784","1.8659657250818528773"
"04/01/2025 23:29:36.785","2.0232715399045808624"
"04/01/2025 23:29:37.786","1.8807619485340043575"
"04/01/2025 23:29:38.792","1.9163216604320187919"
"04/01/2025 23:29:39.798","25.972883845335246633"
"04/01/2025 23:29:40.800","32.087200240565053377"
"04/01/2025 23:29:41.802","20.729044655381933637"
"04/01/2025 23:29:42.805","24.319747589430573242"
"04/01/2025 23:29:43.808","18.510731927818071085"
"04/01/2025 23:29:44.809","23.256093940331123093"
"04/01/2025 23:29:45.811","42.101949309697928925"
"04/01/2025 23:29:46.813","36.954500054413962573"
"04/01/2025 23:29:47.815","28.184611914348277395"
"04/01/2025 23:29:48.817","7.1424665107845068945"
"04/01/2025 23:29:49.819","2.7700810290243960132"
"04/01/2025 23:29:50.819","1.3468149132554341207"
"04/01/2025 23:29:51.829","1.3570740668302327947"
"04/01/2025 23:29:52.829","0.95446649988857323876"
"04/01/2025 23:29:53.844","1.3491895212497051482"
"04/01/2025 23:29:54.844","1.1590147025918762225"
"04/01/2025 23:29:55.852","0.029580084806157813659"
"04/01/2025 23:29:56.853","1.7009363054829584883"
"04/01/2025 23:29:57.855","1.5205195130792437119"
"04/01/2025 23:29:58.857","1.449810509192617225"
"04/01/2025 23:29:59.858","1.3451526003169900214"
"04/01/2025 23:30:00.860","0.58417267422056218251"
"04/01/2025 23:30:01.860","0.54737726311367973508"
"04/01/2025 23:30:02.861","1.5064376516207733658"
"04/01/2025 23:30:03.862","0.28755135237918949542"
"04/01/2025 23:30:04.863","1.2319604752468626963"
"04/01/2025 23:30:05.872","1.4561051006780845185"
"04/01/2025 23:30:06.873","2.0405292357629334354"
"04/01/2025 23:30:07.875","0.71316559026941561683"
